combo_size,features,relevance_mean_abs_pearson,redundancy_mean_abs_pearson,redundancy_max_abs_pearson,score,selector,mrmr_last_added,mrmr_score
1,f1_w7,0.8267380473559911,0.0,0.0,0.8267380473559911,relevance_minus_redundancy,,
1,f5_w7,0.7087886181921202,0.0,0.0,0.7087886181921202,relevance_minus_redundancy,,
1,f3_w7,0.7011751179277971,0.0,0.0,0.7011751179277971,relevance_minus_redundancy,,
1,f7_w7,0.5593226141123538,0.0,0.0,0.5593226141123538,relevance_minus_redundancy,,
1,f8_w7,0.5187220135278213,0.0,0.0,0.5187220135278213,relevance_minus_redundancy,,
2,"f1_w7,f6_w7",0.51929166916912,0.04861002390227615,0.04861002390227615,0.49498665721798185,relevance_minus_redundancy,,
2,"f3_w7,f8_w7",0.6099485657278092,0.25611860106604584,0.25611860106604584,0.48188926519478625,relevance_minus_redundancy,,
2,"f3_w7,f9_w7",0.5029988865496328,0.05078994050922054,0.05078994050922054,0.47760391629502247,relevance_minus_redundancy,,
2,"f3_w7,f7_w7",0.6302488660200755,0.35070824762787667,0.35070824762787667,0.4548947422061371,relevance_minus_redundancy,,
2,"f1_w7,f4_w7",0.45336157246645414,0.015055578826323855,0.015055578826323855,0.44583378305329224,relevance_minus_redundancy,,
2,"f1_w7,f10_w7",0.5169750500851138,0.14474842445092878,0.14474842445092878,0.44460083785964943,relevance_minus_redundancy,,
2,"f1_w7,f2_w7",0.5555015196567078,0.2460770703033775,0.2460770703033775,0.4324629845050191,relevance_minus_redundancy,,
2,"f1_w7,f5_w7",0.7677633327740556,0.6901188998694144,0.6901188998694144,0.4227038828393484,relevance_minus_redundancy,,
3,"f1_w7,f3_w7,f6_w7",0.5799194854220123,0.33005464672687657,0.7954854114974527,0.41489216205857404,relevance_minus_redundancy,,
3,"f1_w7,f5_w7,f4_w7",0.5385039210416761,0.2512894601143029,0.6901188998694144,0.4128591909845246,relevance_minus_redundancy,,
3,"f1_w7,f3_w7,f9_w7",0.6109119401517523,0.4033587925110369,0.7954854114974527,0.40923254389623387,relevance_minus_redundancy,,
3,"f1_w7,f5_w7,f10_w7",0.5809129061207826,0.34639842612860944,0.6901188998694144,0.40771369305647787,relevance_minus_redundancy,,
3,"f1_w7,f5_w7,f2_w7",0.606597219168512,0.4059675642194036,0.6901188998694144,0.40361343705881014,relevance_minus_redundancy,,
3,"f1_w7,f3_w7,f10_w7",0.5783750726993416,0.34957939960349377,0.7954854114974527,0.4035853728975948,relevance_minus_redundancy,,
3,"f1_w7,f3_w7,f8_w7",0.6822117262705366,0.5615151378927826,0.7954854114974527,0.4014541573241453,relevance_minus_redundancy,,
2,"f8_w7,f2_w7",0.40149350274262285,0.00035501146444842223,0.00035501146444842223,0.40131599701039866,relevance_minus_redundancy,,
3,"f3_w7,f7_w7,f10_w7",0.4892365949514625,0.17704813708806733,0.35070824762787667,0.4007125264074288,relevance_minus_redundancy,,
2,"f3_w7,f10_w7",0.4541935853710168,0.10850436286209991,0.10850436286209991,0.3999414039399668,relevance_minus_redundancy,,
2,"f7_w7,f2_w7",0.4217938030348891,0.04483581668298718,0.04483581668298718,0.3993758946933955,relevance_minus_redundancy,,
3,"f1_w7,f8_w7,f2_w7",0.5432416842804123,0.2931244942942251,0.6329414011148494,0.3966794371332998,relevance_minus_redundancy,,
3,"f5_w7,f3_w7,f8_w7",0.6428952498825796,0.49406750266891925,0.651642574178619,0.39586149854812,relevance_minus_redundancy,,
4,"f1_w7,f5_w7,f3_w7,f10_w7",0.6109784590725361,0.43247127115399997,0.7954854114974527,0.39474282349553613,relevance_minus_redundancy,,
4,"f1_w7,f3_w7,f7_w7,f10_w7",0.5736119580525946,0.362476679214854,0.7954854114974527,0.3923736184451676,relevance_minus_redundancy,,
3,"f1_w7,f7_w7,f2_w7",0.5567752178085899,0.3314649050209684,0.7034818280765406,0.39104276529810567,relevance_minus_redundancy,,
3,"f1_w7,f3_w7,f4_w7",0.5359660876202351,0.2903106780320562,0.7954854114974527,0.39081074860420706,relevance_minus_redundancy,,
4,"f1_w7,f5_w7,f3_w7,f4_w7",0.5791717202632063,0.37689790163189546,0.7954854114974527,0.3907227694472586,relevance_minus_redundancy,,
